emotions,text
2,I'm so anxious that my nails disappeared jaaaaj
2,Fall asleep and have a nightmare. Dale luni is going well
0,@chupita13 I hate that guy
1,@kareennevrez @carolynaat Hahahaha yesterday I no longer wanted to do the math hahaha 
1,"In reality, it was fun, for me of course."
3,"Say that someone already came and went, say that she spends nights crying by the "
0,"And that vato go as outraged, I don't understand all of this"
2,I feel that I spent my snap to any group or something pq I added like 9 people 
3,I am starting to scare you.
0,"BECAUSE SEEE THAT SIEEEMPRE, WHICH IS ALWAYS BITTER THE ADIOOOOS "
0,"@DanteDirewolf dante, I'm going to paste, and I'm not talking about head-butting"
0,I am angry more with him being in away #shit
1,0:01 I see in you the chance to smile again.
3,"@ValeAntoniaO seriously... I have the tweets to prove it :( (now it is ice, but it was snow)"
1,@LeandroLeunis A round of applause for the sent of the SAR to correct on Twitter 
1,Why am I so proud? 
2,@flanchota that asshole look if you're going to do that by having tremendous mine as silvina luna...
3,It is terrible what is Chester Bennington. I can't believe it still. Thank you for filling out my ears in the years where I learned to love the music
1,"@aliciaenp Ajajjaa we are the clan twitteras lost pa events """" important "
0,@osoriojdanielp not fuck him that yes gives rage hp
2,@diazgiles As you did to him ? To my gives me panic because if I turn off I turn up the dead or that so-called paralysis 
2,"@lizardo_jesus I'm tired of crying ,I q runs out is a nightmare ,that unfortunately the day q Chavez said ""for now ""."
0,"@ThunderKiiwi Here the offended are you beautiful,you've gone on to say something"
2,@Hangulptbr @AnnaLovesJinnie Qu scare aif
3,"In Venezuela, the air traffic is so dangerous as the land? Already dropped another light aircraft."
0,"@esbSPAIN @FizMen @CamiOmnis @DanWaggnerWTF @Machisstometro @WikiSexistas Just insulting, a typical perpetrator"
1,Today I've put on the road from chiclana-Medina-puerto real!!! Already today I can give for satisfied!
3,less bad that I stayed in my house with the pq at any time I am stripped of so much depression
2,@ConElMazoDando #TeLoDijeLaConstituyenteSiVa A GUARD seriously INJURED IN DAIRY AND ANY PARIODICO PUBLISHED!! TERRORISM!!
0,"I went hungry for make me angry and now I'm dying of hunger, who commands me to be such an angry person "
1,@Parejasanluis2 Also you stay llenita she sleeping. Hahahaha. A big hug and greetings to the brunette .
0,-to cause. I have to comment something about it???
0,"@el_pais With this holder you seem short of mind, so no offense there I leave it . If you know the other thing is that you give back to the matter."
3,care more 
0,"@VidaModernaOML ""I'M OFFENDED ERGO I am right""."
1,That's nice when you caress her there 
2,North korea launching missiles 
2,@RCTV_CONTIGO WHEN salgamo of this nightmare all we need to learn and ask those who take the reins of the country to be the best in your aria
3,"@LuchoCassinotti I don't pq you tell me resentful, and you know q I'm not"
0,"@KioteKiote no one has told you that you like, you wonder in which sockets to buy it with finbo and you response is to insult as an argument "
3,"Maybe Abraham is right and I should do it, but I'm very cowardly that is the truth."
1,My sister wants to sleep and not let xq I am watching enchanted . Who has 7 now???
0,"@PrincessPrian q dira @RegidorSeriHmo d q you use ""beauty autoctona"" as an insult racial? Those tears you t the you think hiccup cr ita "
3,"@AngelDePeloRosa Before he used to be re depressed, now I check better that"
0,@CatalinaSpring Hahahahahaha rage
3,IGNORE it. I just wanted to write to let off steam was actually saying I wasn't depressed or anything xD it's more like a reflection 
3,I have questions I have the life sad every time that I want to see the video of crying in the club
2,"I have to say, and the more nervous I get"
0,Sorry but I'm #angry
3,"@diegontar memories with those supersonics, Shawn kemp, detlef schrempf... A shame its disappearance by the okc..."
0,"Yes, I got it boiling, I fry perfectly an egg on my arm."
2,There are people that suz riches are more than the fear of losing them. - Antoine Riva d
1,@SignoLibraRD The month of my birthday #October #Libra #Love and all #Happy. #TeAmo ❤
1,"Your, I like you and jewel culiadaso ,I shit of laughter with you in the course"
2,"@MenferAna Is clear, run out!!! (And with everything related to this topic like it), go OUT BY LEGS AND don'T LOOK BACK #disgusting and #terror"
2,@negrabh What happened Eimmy? 
0,"At first I was tempted, Now I'm poisoned"
1,@Naano_MB Jajajajajajaja we are sick 
1,Is that I say that I will eat perche and gives me a smile from ear to ear❤️
0,I am totally outraged with what I just said to this guy
1,"@ramonevich it rains in Invernalia, I celebrate the fact that in the capital the weather is nice. Enjoy the coffee"
2,It will be a night of those where the mind does not allow me to sleep 
3,It is seen that it is hyper hard to ask instead of you to rain the anger of the other person above and call you bitter. xD
1,@Jseute The best people come unsought. 
2,"@bianca43721 Two tweets in a row. You should have anxiety for the trip, it seems to me..."
0,"I do not understand if I do not sleep by handle, by pelotuda or because I am very downturn+angry! No, I do not "
1,6:45 go to badajoz. Starts the period with changes 
2,"The anxiety prevents me from continuing to read, I hate that feeling."
2,dread of people delayed
3,"Friends who are not yet RT @Rhoderis: There are people who, despite everything, will not leave you wanting"
1,Dreams should not be left only as a dream! There is that make them a reality #Happy 
3,"Me caga individuals to abuse the trust that one gives to them, and more when you are the closest to #angry"
3,"I hope that all this effort to serve something , I am very tired"
3,"My days were very cute but with what today's be sad to raise head and follow, we're going red!"
2,"#BetoASaber. Encourage Guzmán flop down economy policy to create chaos with their terrorism, and give went to privatization. Peru"
2,I have a terror of it next Saturday that neither 23 missed calls from my mother overcome it.
3,"I feel so tired u,u"
2,You know q had hair??? I feel q I am not q horror
2,"When you go to ride in the car won't activate the alarm at a distance, do so as close as possible, always looking towards all sides."
2,@DebRyanShow #Glint False alarm I'm still pulling ideas out of my head 
2,@JPAlvarezGuedea @clubleonfc @VivoEnLeon @LeonesEsmeralda @fitopons3 THAT HORROR t-SHIRTS!
3,It's so depressing to give the lupita's instagram and see that there are only aunts with some cuerpazos and a few faces amazing..
1,Today I was attended to by a waiter q I liked. I got to my house and not how shit I did but now find out first name last name and musical taste among others.
0,"it is very frustrating to practice and practice on your instrument and that you don't feel any improvement, it really makes me sad that "
2,"@_kaaaly To my also, out of nowhere all of my coworkers, I have gone out and I #scared"
0,"See ""indigenta' asking € for eating and talking on the mobile last model #outrageous #rage"
1,As I shit of laughter with the tweets of Santiago 
2,"Eye, I understand the concern, and that there really are girls? they do not return. But exactly that's why you have to be responsible with what rulamos"
2,Unfortunately I am very sensitive and any silly it's hurting me.
0,"As expected the biggest bullshit about the outrage caused by the bike lane, say from accounts B with <20 followers"
0,Very disgusted with the movie that I just saw 
0,I'm frustrated 
0,"""I know that it is not an offense but I'll take it as such."" @suicidiofeliz"
3,"I invite you to take a birra and I come back drunk to my house. So you can not In three hours, I wake up "
1,And then what of my godfather that is my birthday 
0,"@arcasmarc1 @PPopular @_virginiavargas what to speak of human rights, if the insult is enough don't you think?"
0,Not start over the game
2,@IglesiaVDF Hello pastors ask for prayer for my am depressed and I don't want to walk away from God
0,"Plan your revenge when you are angry, and at 5 minutes mountains as if nothing."
3,#5HEsTrending I Need to see them please 
0,@manolomejia20 Typical insult of asshole
0,"among women busty and not you, you were harassing her and I have not seen anyone outraged-mode 'causes'."
0,They think because they are the jets or friends of jets you are going to be afraid. From such a stick such a splinter. All black head !!!
0,Since I woke up hahahaha lpm.. at least a little less angry
3,"I just did a test for depression, and I went 69 and the greater degree of severe depression is 54 opa"
3,"Does not talk to me no one, that's boring"
0,I did not change or change for anyone or anything I just want you to realize because I get angry out of nothing .. I'm not going to say nads
2,I'm watching a horror movie with chocolate.
1,"Today I was going to tell a story well funny of something that happened in the office of the ombudsman, but I already have dream. Better tomorrow. :3"
1,"@bravedreammer @marcelosopla @zinxsoficial pelotuda jajjajaj 5 years of small community, and communicate with gifs "
0,"@floxwerchild angry not, emputado yes"
0,Lpm q is this anger?
1,The founder of my academy piano is a lady old lady and proud of their successes. I hope to be able to become like her!!
0,"Don't let the sun go down on your anger Ephesians 4:23 you CAN'T help THE OFFENSE, BUT IF you STAY OFFENDED"
1,"@el_geniecito each woman has a scent, exuding sensuality that dazzles. "
3,tired very tired
0,"Every day I get mad or I have anger for something, it is already routine"
0,@hachemuda12 I have cut the paws of the trisquel. ¡Revenge!
3,I want to upload photos and I can not 
3,That desgradable not being able to sleep and having to be on foot in a few hours 
0,@Irene_Montero_ Is the money of all and must respond. That outrage and q impotence.
